"session","created","modified","ended","expired","respondentID","doePath","doe","autoAttendantImg_beg","pageTime3","pageTime4","transportMode_regular","transportMode_regularOther","transportMode_occassionally","transportMode_occassionallyOther","transportMode_never","pageTime5","modeChangeBus","modeChangeRail","modeChangeRH","modeChangeSharedRH","pageTime6","avFamiliarity","automationComfort","transportCosts","avSafety","avBenefit","transportOptions","sharingWillingness","ptAccess","vehicleAccess","environmentConsid","pageTime7","pageTime8","pageTime9","pageTime10","attentionCheck","attentionScreenout"
"T510tbTrMlWHSkTOaE7gVj3vw_YbaYolwskLiUfFcFRyafFD7EDhIpiTtyq1V1OL","2021-10-13 17:06:38","2021-10-16 10:25:05","2021-10-16 10:25:05","","1379","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:06:39","2021-10-16 10:23:44","RH","","RH","","RH","2021-10-16 10:24:09","less","less","more","less","2021-10-16 10:24:09","neutral","agreeStrong","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","2021-10-16 10:24:43","2021-10-16 10:24:46","2021-10-16 10:24:53","2021-10-16 10:24:59","attendant_no","0"
"DE8mpxoVrGyJDHo7BtROAQ8Rs56wVQW_5g0g3r_EsY4SblUuwjoSrciufivChXXL","2021-10-13 17:15:43","2021-10-13 18:04:16","2021-10-13 18:04:16","","4463","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:15:44","2021-10-13 18:03:15","bus, sharedRH","","bus","","sharedRH","2021-10-13 18:03:23","more","same","more","same","2021-10-13 18:03:23","agreeStrong","agree","agreeStrong","agree","agreeStrong","agree","agreeStrong","agree","agreeStrong","agree","2021-10-13 18:03:44","2021-10-13 18:03:46","2021-10-13 18:03:58","2021-10-13 18:04:10","attendant_yes","1"
"CebzLUZVBmgmo0ALzL-5yfgGnyHrIlxidil_Vd9ynfm-m03kbI92Uf5wP_5wh5nt","2021-10-13 17:16:19","2021-10-13 17:21:21","2021-10-13 17:21:22","","2482","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:16:20","2021-10-13 17:17:23","personalVehicle","","personalVehicle","","rail","2021-10-13 17:17:47","more","neverUsed","same","same","2021-10-13 17:17:47","disagreeStrong","disagree","neutral","agree","agreeStrong","neutral","disagree","neutral","agree","agreeStrong","2021-10-13 17:18:49","2021-10-13 17:19:11","2021-10-13 17:19:47","2021-10-13 17:20:39","attendant_no","0"
"rEP3b4zL91vFyi9M-tnRExE4SntUQyMtNcJ1vUWuRSZwz8z4nWM0AYnaWCEKC0vi","2021-10-13 17:17:43","2021-10-13 17:23:36","2021-10-13 17:23:36","","3816","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:17:44","2021-10-13 17:17:49","personalVehicle","","RH","","personalVehicle","2021-10-13 17:19:14","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-13 17:19:27","agree","neutral","agreeStrong","agreeStrong","neutral","neutral","agreeStrong","agreeStrong","disagree","disagree","2021-10-13 17:20:58","2021-10-13 17:21:02","2021-10-13 17:21:21","2021-10-13 17:21:31","attendant_no","0"
"QnHxRXIYJaJ1tZJTfcP-_7r4T_NSEB2Q8QN9wzSWIDKnBIfLGppNP0KNDCCPtTo8","2021-10-13 17:19:47","","","","3534","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:19:47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"i9ZJd9xHJzHvPQVDKL_VE1wvHioOZhEfwflFgw8RF57N-viqtGvDIK994kwNWb8z","2021-10-13 17:25:36","2021-10-13 17:28:25","2021-10-13 17:28:25","","2839","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:25:36","2021-10-13 17:26:33","personalVehicle","","personalVehicle","","personalVehicle","2021-10-13 17:26:49","neverUsed","less","same","neverUsed","2021-10-13 17:26:49","agree","agree","agree","agree","agree","agree","agree","agree","agree","agree","2021-10-13 17:27:31","2021-10-13 17:27:33","2021-10-13 17:27:58","2021-10-13 17:28:14","attendant_no","0"
"MUjEo7rCqQB2h4nYAss_xge-OSUAFt_wJfoe_0F94O0rjxEd6R1M4CvzQCOA0VHC","2021-10-13 17:26:17","2021-10-13 17:27:54","2021-10-13 17:27:54","","4399","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:26:18","2021-10-13 17:26:35","personalVehicle","","rail","","rail, RH, sharedRH","2021-10-13 17:27:06","more","neverUsed","less","more","2021-10-13 17:27:14","neutral","disagreeStrong","agreeStrong","disagree","agree","neutral","neutral","agree","agree","neutral","2021-10-13 17:27:32","2021-10-13 17:27:35","2021-10-13 17:27:41","2021-10-13 17:27:46","attendant_no","0"
"--3yizs1MSBBMHzzamI08QmGreCcD2IXkEiVWUw0oH9-C6TZGAq0XWjaO2dzOcZO","2021-10-13 17:28:48","2021-10-13 17:32:06","2021-10-13 17:32:06","","2896","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:28:48","2021-10-13 17:29:01","personalVehicle","","sharedRH","","rail","2021-10-13 17:29:09","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-13 17:29:17","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-13 17:29:44","2021-10-13 17:29:48","2021-10-13 17:29:53","2021-10-13 17:29:57","attendant_no","0"
"puWe7TL9lMloU6fYPMAIwU62et8zl-32OZIxYsff71weE8WNmNYmCJLfxBIbkjlH","2021-10-13 17:29:42","2021-10-13 17:56:01","","","907","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:29:42","2021-10-13 17:31:34","personalVehicle","","RH","","sharedRH","2021-10-13 17:34:44","same","same","same","same","2021-10-13 17:34:44","agree","agreeStrong","disagree","neutral","neutral","agree","disagree","agreeStrong","agreeStrong","neutral","2021-10-13 17:52:55","2021-10-13 17:56:01","","","",""
"GpNx1SrEfjTKpLv8KgF8jl3kX7MlS1jnCy7kbkLpmdqkd2p9l2UWCkgBHlNgnLwi","2021-10-13 17:31:35","2021-10-13 17:34:42","2021-10-13 17:34:42","","3398","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:31:36","2021-10-13 17:32:41","bus, rail, RH, sharedRH","","bus, rail, RH, sharedRH","","personalVehicle, metroaccess","2021-10-13 17:33:19","less","less","less","less","2021-10-13 17:33:19","agree","neutral","agree","neutral","neutral","agreeStrong","disagree","agreeStrong","disagreeStrong","agree","2021-10-13 17:34:08","2021-10-13 17:34:11","2021-10-13 17:34:21","2021-10-13 17:34:35","attendant_no","0"
"fnyort0DCYs355zW7zfn8KTwmYPJ-ThX3FC795wEhKUoh0YhPmd1VUTFsN6d47Pb","2021-10-13 17:31:37","2021-10-13 17:33:30","","","4019","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:31:38","2021-10-13 17:32:01","bus","","bus","","usedAll","2021-10-13 17:33:30","","","","","2021-10-13 17:33:30","","","","","","","","","","","","","","","",""
"3arPWEyeIDFUmueySBk4HEBot8hdSSdyCW_emjL6AySRjVuJAv_TdOK9lcG4Tgxt","2021-10-13 17:51:23","2021-10-13 17:54:17","2021-10-13 17:54:17","","1872","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 17:51:23","2021-10-13 17:51:35","bus","","rail","","bus","2021-10-13 17:52:22","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-13 17:52:32","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-13 17:52:42","2021-10-13 17:52:47","2021-10-13 17:52:57","2021-10-13 17:53:12","attendant_no","0"
"nxcmDnDSWAwcgO-DRLBppR_MbRqKM83FAuQEVMZRoufkv1_dJcPFwzMJtqWpixhX","2021-10-13 18:44:22","2021-10-13 18:44:52","","","411","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 18:44:26","2021-10-13 18:44:52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nUF7EYQqjEF2ZLljWXNT_40IoEbD--iPr8GTNjnA-v2ByFYlvFDjoi_xjCyUw4TQ","2021-10-13 18:56:51","","","","1692","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 18:56:52","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSiUOmWeRkisYuwSrUhkucBY1KlVCMTsEX67eB04QZJBFRUHZ1iyyKj4pkvbLZuE","2021-10-13 18:57:12","","","","1271","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 18:57:13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pJvFhP-6gXBP0hFXUo-EF3b0jMqWw__lKX4_Em4NvG_LByV4LFRsJFoHgvzN-neD","2021-10-13 19:15:39","2021-10-13 19:22:15","2021-10-13 19:22:15","","308","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 19:15:39","2021-10-13 19:17:11","personalVehicle, rail","","bus","","sharedRH, metroaccess","2021-10-13 19:18:29","less","less","less","neverUsed","2021-10-13 19:18:29","agreeStrong","disagree","disagree","agree","disagreeStrong","disagreeStrong","neutral","agreeStrong","agreeStrong","agreeStrong","2021-10-13 19:20:22","2021-10-13 19:20:30","2021-10-13 19:21:31","2021-10-13 19:22:02","attendant_no","0"
"94o7uav83Mif9pP0SmPI3WU4LEbu0Reh2VpL2R4FMwyBuQpp-Csk6OWIcWrMft0t","2021-10-13 19:34:11","2021-10-13 19:37:49","2021-10-13 19:37:49","","2453","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 19:34:12","2021-10-13 19:35:33","bus","","bus","","RH","2021-10-13 19:36:11","same","less","neverUsed","neverUsed","2021-10-13 19:36:11","neutral","neutral","neutral","neutral","neutral","neutral","neutral","agreeStrong","neutral","neutral","2021-10-13 19:36:56","2021-10-13 19:37:02","2021-10-13 19:37:21","2021-10-13 19:37:37","attendant_no","0"
"xgBo9axdNkEA02GnFMN5jy_MX-p4ygKW7zfRqoyZ1en9z0j5oEddh6_21m9UrR3Y","2021-10-13 19:43:07","2021-10-13 19:45:16","2021-10-13 19:45:17","","3273","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 19:43:07","2021-10-13 19:43:38","personalVehicle","","other","None","metroaccess","2021-10-13 19:44:10","same","same","same","same","2021-10-13 19:44:10","agree","neutral","disagree","neutral","neutral","agree","agree","disagreeStrong","agreeStrong","agree","2021-10-13 19:44:51","2021-10-13 19:44:54","2021-10-13 19:45:01","2021-10-13 19:45:05","attendant_no","0"
"mZwbMu3E8jIC5Xokm45OXXiWgIn3uIYHbvrVXGXcEjjLq8V8tFzYIqBOMppXGJcl","2021-10-13 19:43:14","","","","2962","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 19:43:15","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0aAOvps9DcDVUKYfkOpWScuJXyKNgz48Zlmr9C54NgL_jiEAf740BFadIUyQ-O6e","2021-10-13 19:49:53","2021-10-13 19:52:40","2021-10-13 19:52:40","","3553","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 19:49:54","2021-10-13 19:50:23","personalVehicle","","RH","","sharedRH","2021-10-13 19:50:47","less","less","less","neverUsed","2021-10-13 19:50:47","agreeStrong","agree","neutral","disagree","agree","agreeStrong","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-13 19:51:28","2021-10-13 19:51:32","2021-10-13 19:51:57","2021-10-13 19:52:27","attendant_no","0"
"7p0ohtRYNSm63kuPUJhGJWOkBaCLIA9lmQ4Rrrv3IGP8SQLDspRrba5dbv_V2sd1","2021-10-13 19:54:35","2021-10-13 19:58:37","2021-10-13 19:58:37","","4449","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 19:54:36","2021-10-13 19:55:52","personalVehicle","","bus","","metroaccess","2021-10-13 19:56:31","less","less","less","less","2021-10-13 19:56:31","agree","disagree","disagree","neutral","disagree","agree","disagreeStrong","agreeStrong","agree","agree","2021-10-13 19:57:49","2021-10-13 19:58:01","2021-10-13 19:58:12","2021-10-13 19:58:31","attendant_no","0"
"04G5HJIgY6HLO_DJn-8hyJY87inoJ4c3iQWTqkFT9OphryepGfTjR2Lt9GqtLrD4","2021-10-13 20:12:08","2021-10-13 20:18:57","2021-10-13 20:18:57","","2129","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 20:12:09","2021-10-13 20:13:29","personalVehicle","","rail","","RH, sharedRH, metroaccess","2021-10-13 20:14:43","same","same","neverUsed","neverUsed","2021-10-13 20:14:43","agree","disagree","neutral","neutral","neutral","neutral","disagree","agree","agreeStrong","disagree","2021-10-13 20:16:29","2021-10-13 20:16:59","2021-10-13 20:18:00","2021-10-13 20:18:40","attendant_no","0"
"hPM9iaVQhIDv3Tk-Q3HpTCKZoAr1TTsLZitdts8JAUzjShCDfLEXSL28Ws4_4qLh","2021-10-13 20:20:35","2021-10-13 20:22:59","2021-10-13 20:22:59","","1077","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 20:20:36","2021-10-13 20:21:39","personalVehicle","","personalVehicle","","personalVehicle","2021-10-13 20:21:51","less","neverUsed","neverUsed","same","2021-10-13 20:21:51","neutral","disagree","agree","disagree","disagreeStrong","neutral","agree","neutral","disagreeStrong","neutral","2021-10-13 20:22:28","2021-10-13 20:22:35","2021-10-13 20:22:42","2021-10-13 20:22:45","attendant_no","0"
"WwLzvtYScMfIaXL5zKaEhHSBDdtFvKIRtVDX_OSWo0-dKlojYhVfKGUy5duLkF6g","2021-10-13 20:42:37","","","","2469","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 20:42:37","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLBjZ7yTaoIxQUE8n-wLoweZIP18B9B1fCd78j8bE6zJ175ghN3wx8Z51ehSjSRQ","2021-10-13 20:44:33","2021-10-13 20:54:41","2021-10-13 20:54:41","","1157","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 20:44:34","2021-10-13 20:47:13","personalVehicle","","personalVehicle","","rail, RH, sharedRH","2021-10-13 20:48:21","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-13 20:48:21","neutral","disagree","neutral","disagree","agree","neutral","disagreeStrong","agree","agreeStrong","neutral","2021-10-13 20:50:16","2021-10-13 20:52:21","2021-10-13 20:53:26","2021-10-13 20:54:22","attendant_no","0"
"g5DYufH_DTKuI7CmHWLxjXQybwINyrcnrF3bnEJtVX3PhV8pMTXHG2kIYSevcnlD","2021-10-13 20:50:51","2021-10-13 20:53:20","2021-10-13 20:53:20","","1949","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 20:50:51","2021-10-13 20:51:37","other","","metroaccess","","bus","2021-10-13 20:51:57","same","more","less","same","2021-10-13 20:51:57","disagreeStrong","neutral","disagree","neutral","disagreeStrong","disagreeStrong","disagree","neutral","agreeStrong","disagreeStrong","2021-10-13 20:52:26","2021-10-13 20:52:41","2021-10-13 20:53:07","2021-10-13 20:53:10","attendant_yes","1"
"B2uEJeTC6ORFO9d75aykTFLMe1oJws2wWyWHYlmL5TwykL7QcdjWhWpLomEEEhlx","2021-10-13 20:55:57","2021-10-13 20:59:18","2021-10-13 20:59:18","","525","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 20:55:58","2021-10-13 20:56:44","personalVehicle","","personalVehicle","","RH","2021-10-13 20:57:26","same","same","same","same","2021-10-13 20:57:26","agree","disagreeStrong","neutral","disagreeStrong","agreeStrong","neutral","disagreeStrong","disagreeStrong","agreeStrong","agreeStrong","2021-10-13 20:58:39","2021-10-13 20:58:42","2021-10-13 20:58:56","2021-10-13 20:59:03","attendant_no","0"
"aUI0jiJoz4gUWxs5_cHUDsOlUizoypd7f5TXf1O-ui3m6tNZzjKSBa2g5BF5tDEc","2021-10-13 21:07:39","2021-10-13 21:11:04","2021-10-13 21:11:05","","3450","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 21:07:40","2021-10-13 21:08:35","personalVehicle","","personalVehicle","","metroaccess","2021-10-13 21:09:11","same","same","same","same","2021-10-13 21:09:11","disagree","disagreeStrong","neutral","neutral","disagree","neutral","agree","agree","agreeStrong","disagree","2021-10-13 21:10:13","2021-10-13 21:10:16","2021-10-13 21:10:28","2021-10-13 21:10:48","attendant_no","0"
"Ey4Ku_tdKlk-YX_hqhR5-caQx2YtdvatL5MUVYu47o5PDyfI2T4x1mWF6YqQBaQo","2021-10-13 21:10:54","2021-10-13 21:19:56","2021-10-13 21:19:56","","1070","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 21:10:55","2021-10-13 21:11:32","personalVehicle","","personalVehicle","","sharedRH","2021-10-13 21:13:44","more","same","neverUsed","neverUsed","2021-10-13 21:13:44","agree","agreeStrong","agree","agree","agreeStrong","neutral","disagree","agree","agreeStrong","neutral","2021-10-13 21:18:18","2021-10-13 21:18:33","2021-10-13 21:19:02","2021-10-13 21:19:36","attendant_no","0"
"81g6li08OKJlQMelY6e6Y8RXHP2OEkkI87TLk4GstI8SZedzvOj3Zj_23Fttyq2m","2021-10-13 21:11:00","2021-10-13 21:44:06","2021-10-13 21:44:06","","1755","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 21:11:00","2021-10-13 21:34:42","personalVehicle, bus, rail","","personalVehicle, bus, rail, RH, sharedRH","","metroaccess","2021-10-13 21:35:58","less","less","less","less","2021-10-13 21:35:58","agree","agree","agree","agree","disagree","agree","agree","agree","agree","agree","2021-10-13 21:37:46","2021-10-13 21:39:58","2021-10-13 21:41:46","2021-10-13 21:42:34","attendant_no","0"
"5HLA2qz2tjG03B3Jv3ombJkFSIn6b9RJ-8MRoK_08Gu_7LoZwm3NGIGkp5aQIqQN","2021-10-13 21:37:03","2021-10-13 21:39:37","2021-10-13 21:39:37","","2858","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 21:37:04","2021-10-13 21:37:29","metroaccess","","metroaccess","","metroaccess","2021-10-13 21:38:01","less","less","same","less","2021-10-13 21:38:24","agree","agree","agree","agree","agree","agree","agree","agree","agree","agree","2021-10-13 21:38:59","2021-10-13 21:39:05","2021-10-13 21:39:13","2021-10-13 21:39:25","non_auto","1"
"4w1gEnelDjiBoty2SeMVctOg7ZFXr4UGzzJva7EYLzLjsjbF6ecXK27TSZ_MhkLr","2021-10-13 21:40:51","2021-10-13 21:42:28","2021-10-13 21:42:28","","1676","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 21:40:51","2021-10-13 21:41:16","personalVehicle","","personalVehicle","","personalVehicle","2021-10-13 21:41:39","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-13 21:41:39","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-13 21:42:06","2021-10-13 21:42:08","2021-10-13 21:42:14","2021-10-13 21:42:23","non_auto","1"
"IaTe2qAsih6fNsCaGGv5IUYpDwx36UaCBA8ZtaAgO70SfPpdyqjPTcT4TmJnlLmE","2021-10-13 23:05:22","2021-10-13 23:07:49","2021-10-13 23:07:49","","3480","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 23:05:25","2021-10-13 23:05:52","personalVehicle","","bus, rail","","RH, sharedRH, metroaccess","2021-10-13 23:06:21","less","less","neverUsed","less","2021-10-13 23:06:21","agree","agree","disagree","neutral","disagree","agree","disagreeStrong","agreeStrong","agreeStrong","agree","2021-10-13 23:07:06","2021-10-13 23:07:11","2021-10-13 23:07:25","2021-10-13 23:07:41","attendant_no","0"
"BIswXjHhn-PV3X3W_uJ_oRANvRMM3yc9cwtWzrW9ocWUclwZydgtFdGs3fpsmsSb","2021-10-13 23:38:14","2021-10-13 23:42:47","2021-10-13 23:42:47","","1958","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 23:38:14","2021-10-13 23:40:31","personalVehicle","","personalVehicle","","rail","2021-10-13 23:40:56","neverUsed","neverUsed","less","neverUsed","2021-10-13 23:40:56","disagreeStrong","disagreeStrong","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","2021-10-13 23:42:03","2021-10-13 23:42:06","2021-10-13 23:42:16","2021-10-13 23:42:31","attendant_no","0"
"_FVJjAqgJfADyZECvVhapYFEgi3M3hYIjw8DLcrVn2Ba1mN8NMiXREEOWdEZ6dZp","2021-10-13 23:47:13","2021-10-13 23:50:20","2021-10-13 23:50:20","","4565","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-13 23:47:14","2021-10-13 23:48:15","personalVehicle","","personalVehicle","","bus, rail, RH, sharedRH, metroaccess","2021-10-13 23:48:56","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-13 23:48:56","neutral","agree","disagree","neutral","disagree","agree","disagree","neutral","agreeStrong","agree","2021-10-13 23:49:35","2021-10-13 23:49:39","2021-10-13 23:49:55","2021-10-13 23:50:13","attendant_no","0"
"BFYPstUoFeZXHT06qreWDFgOzEnDTXDv73vYopEtmQXaTSefHpL98CxjDwG-AV3-","2021-10-14 00:18:56","2021-10-17 03:40:15","","","3565","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 00:18:58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aprSj5ax8H5K8Y9WpG3VjYRrpkyQldKKFnmgi3azMcycfh8gqDoQcxtkcQL4ELvY","2021-10-14 00:22:02","2021-10-14 00:25:49","2021-10-14 00:25:51","","4304","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 00:22:05","2021-10-14 00:22:19","personalVehicle","","bus","","RH","2021-10-14 00:22:30","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 00:22:38","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 00:22:46","2021-10-14 00:22:51","2021-10-14 00:22:59","2021-10-14 00:23:03","attendant_no","0"
"DLELClsgsToNu37fAoffVMQOC_7xNqs_FH2m5BsaaE8yiyQqkuDLr3j4BGAVX4Xr","2021-10-14 00:36:02","2021-10-14 00:42:00","2021-10-14 00:42:01","","3520","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 00:36:04","2021-10-14 00:40:03","personalVehicle","","personalVehicle","","personalVehicle","2021-10-14 00:40:16","less","less","less","less","2021-10-14 00:40:16","neutral","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","2021-10-14 00:41:31","2021-10-14 00:41:34","2021-10-14 00:41:38","2021-10-14 00:41:42","attendant_no","0"
